NIT,RAZÓN_SOCIAL,SUPERVISOR,DEPARTAMENTO_DOMICILIO,CIUDAD_DOMICILIO,MACROSECTOR,INGRESOS_OPERACIONALES,GANANCIA_PÉRDIDA,TOTAL_ACTIVOS,TOTAL_PASIVOS,TOTAL_PATRIMONIO
800084227,SERVIMERCADEO SAS,SUPERSOCIEDADES,RISARALDA,PEREIRA-RISARALDA,CONSTRUCCIÓN,0.02,0.0,0.01,0.0,0.0
901193430,VGMOBILITY SUBA S A S,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.02,-0.01,0.12,0.12,-0.01
899999163,E.S.E.  HOSPITAL SAN FRANCISCO DE GACHETA,SUPERSALUD,CUNDINAMARCA,GACHETA-CUNDINAMARCA,SERVICIOS,0.02,0.0,0.03,0.0,0.03
900641533,CERVECERIA BBC DE LA SABANA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.02,-0.01,0.04,0.02,0.02
900375579,DISTRIBUIDORA RON SABOR Y SON SAS,SUPERSOCIEDADES,PUTUMAYO,PUERTO ASIS-PUTUMAYO,COMERCIO,0.02,0.0,0.01,0.01,0.0
860079449,GASEOSAS LETICIA SAS,SUPERSOCIEDADES,AMAZONAS,LETICIA-AMAZONAS,MANUFACTURA,0.02,0.0,0.01,0.01,0.01
900103925,ELECTROFISIATRIA SAS,SUPERSALUD,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.02,0.0,0.01,0.01,0.0
811032022,PAHT CONSTRUCCIONES SAS,SUPERSOCIEDADES,ANTIOQUIA,BELLO-ANTIOQUIA,CONSTRUCCIÓN,0.02,0.0,0.02,0.01,0.01
806013598,EMPRESA SOCIAL DEL ESTADO RIO GRANDE DE LA MAGDALENA DEL MUNICIPIO DE MAGANGUE,SUPERSALUD,BOLIVAR,MAGANGUE-BOLIVAR,SERVICIOS,0.02,-0.0,0.01,0.01,0.0
901290481,PROMODESCUENTOS COLOMBIA SAS ZOMAC,SUPERSOCIEDADES,QUINDIO,SALENTO-QUINDIO,SERVICIOS,0.02,0.0,0.06,0.05,0.02
900296617,AGRICOLA SAN RIOMAR S A S,SUPERSOCIEDADES,ANTIOQUIA,APARTADO-ANTIOQUIA,AGROPECUARIO,0.02,0.0,0.01,0.0,0.0
900333123,MARCO COLOMBIA S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.02,0.0,0.01,0.0,0.0
900771796,GT SERVICES SUCURSAL COLOMBIA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.02,-0.0,0.03,0.0,0.02
900588073,MARGIL ICM SAS,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.02,0.0,0.01,0.01,0.0
811022876,OSAKA SAS,SUPERSOCIEDADES,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,MANUFACTURA,0.02,0.0,0.01,0.01,0.01
830074045,COGNOSONLINE SOLUTIONS COLOMBIA SA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.02,0.0,0.01,0.0,0.0
802013829,UNION GLOBAL SA,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,CONSTRUCCIÓN,0.02,0.0,0.06,0.04,0.02
802022607,CLORSA LIMITADA,SUPERSOCIEDADES,ATLANTICO,BARANOA-ATLANTICO,COMERCIO,0.02,0.0,0.01,0.0,0.0
811013231,BAZAR DE LA CONSTRUCCION SAS,SUPERSOCIEDADES,ANTIOQUIA,RIONEGRO-ANTIOQUIA,COMERCIO,0.02,0.0,0.01,0.0,0.0
900849574,PROYECTO CUCUTA SAS,SUPERSOCIEDADES,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,SERVICIOS,0.02,0.0,0.08,0.05,0.03
802017441,LENTECH SA,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,COMERCIO,0.02,0.0,0.01,0.01,0.01
900509825,METALCIMENTO ARQUITECTOS E INGENIEROS SAS,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CONSTRUCCIÓN,0.02,0.0,0.01,0.0,0.0
800027501,FLORES DE PUEBLO VIEJO  SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,AGROPECUARIO,0.02,0.0,0.01,0.0,0.01
901110760,RICHARD MARIO MONTERO CORREA DON PALO SAS,SUPERSOCIEDADES,VALLE,CALI-VALLE,COMERCIO,0.02,-0.0,0.01,0.01,0.0
804016025,INVERSORA DEL ORIENTE COLOMBIANO S.A,SUPERSOCIEDADES,SANTANDER,PIEDECUESTA-SANTANDER,COMERCIO,0.02,0.0,0.01,0.0,0.0
890328053,BOSQUES NACIONALES BOSNAL SAS,SUPERSOCIEDADES,VALLE,CALI-VALLE,SERVICIOS,0.02,0.01,0.3,0.12,0.18
800245974,EXSIS DIGITAL ANGELS SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.02,0.0,0.01,0.0,0.0
830043325,SPHERA PRODUCCIONES S.A,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.02,0.0,0.01,0.0,0.0
811045673,CUBIERTAS TECNICAS DE COLOMBIA S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ITAGUI-ANTIOQUIA,CONSTRUCCIÓN,0.02,0.0,0.01,0.01,0.0
900225474,SCALPI COSMETICA SA,SUPERSOCIEDADES,CUNDINAMARCA,COTA -CUNDINAMARCA,MANUFACTURA,0.02,0.0,0.05,0.03,0.02
890321052,DISTRIBUIDORA EXTRA SAS,SUPERSOCIEDADES,VALLE,CALI-VALLE,COMERCIO,0.02,0.0,0.01,0.0,0.0
830088577,SERVICIOS PARA VEHICULOS DE TRANSPORTE S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.02,0.0,0.03,0.01,0.02
900638635,ALIANZA MABLE SAS,SUPERSOCIEDADES,SUCRE,SINCELEJO-SUCRE,COMERCIO,0.02,0.0,0.01,0.01,0.0
900081133,DYNAMO PRODUCCIONES S.A.S,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.02,0.0,0.03,0.02,0.01
900888866,C2 SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.02,0.0,0.0,0.0,0.0
900936297,PROMOTORA GRUPO PRADO VERDE S.A.S,SUPERSOCIEDADES,BOLIVAR,TURBACO-BOLIVAR,SERVICIOS,0.02,0.0,0.05,0.05,0.0
830123328,DISTRIBUIDORA DE QUESOS DEL CAMPO SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.02,0.0,0.0,0.0,0.0
830097622,PANEL ROCK COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,CONSTRUCCIÓN,0.02,0.0,0.07,0.01,0.05
900031030,TODO ORTOPEDICO S.A.S.,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,COMERCIO,0.02,-0.0,0.02,0.02,0.0
900578508,INVERSORA LOS SAUCES S.A,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.02,0.01,0.07,0.02,0.05
890319535,IMPORTADORA EL GRAN TORNILLO S.A.S,SUPERSOCIEDADES,VALLE,CALI-VALLE,COMERCIO,0.02,0.0,0.01,0.0,0.01
817001693,ALAMBRES Y CABLES TECNICOS SAS,SUPERSOCIEDADES,CAUCA,PUERTO TEJADA-CAUCA,MANUFACTURA,0.02,-0.0,0.03,0.02,0.01
900913310,GAES COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.02,-0.0,0.04,0.02,0.02
900053309,LONGPORT AIRPORT SERVICES SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.02,0.0,0.01,0.0,0.0
900139859,FUNDACION VIDA CON AMOR,SUPERSALUD,CESAR,LA PAZ-CESAR,SERVICIOS,0.02,0.0,0.01,0.01,0.0
860058086,CORGIL ANDINA SAS,SUPERSOCIEDADES,CUNDINAMARCA,COTA -CUNDINAMARCA,COMERCIO,0.02,0.0,0.01,0.01,0.01
830026014,SOFTMANAGEMENT S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.02,0.0,0.01,0.0,0.0
830069413,RETRUC SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.02,0.01,0.07,0.01,0.07
860090784,PRECISA PARTES Y MUEBLES S.A.S,SUPERSOCIEDADES,CUNDINAMARCA,TENJO -CUNDINAMARCA,MANUFACTURA,0.02,0.0,0.01,0.0,0.0
801004383,"INGENIERIA, SERVICIOS Y SOLUCIONES APLICADAS SAS BIC",SUPERSOCIEDADES,QUINDIO,ARMENIA-QUINDIO,CONSTRUCCIÓN,0.02,0.0,0.01,0.01,0.0
901187360,MEGAECONOMICO S.A.S. ZOMAC,SUPERSOCIEDADES,ARAUCA,TAME-ARAUCA,COMERCIO,0.02,0.0,0.0,0.0,0.0
900136609,DIGI COSMETICS COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.02,0.0,0.02,0.01,0.01
860079486,CLARIPACK S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.02,0.0,0.02,0.01,0.01
830019257,ELECTRICOS INDUSTRIALES LIMITADA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.02,0.0,0.01,0.01,0.0
900470452,CONSTRUCCIONES AGUAMARINA S A S   EN LIQUIDACION,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,CONSTRUCCIÓN,0.02,0.0,0.01,0.0,0.0
900048343,DIEMPAQUES SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.02,0.0,0.01,0.0,0.01
890200685,PENAGOS HERMANOS S.A.S.,SUPERSOCIEDADES,SANTANDER,BUCARAMANGA-SANTANDER,SERVICIOS,0.02,0.01,0.13,0.0,0.12
824005609,ASISTENCIA MEDICA INMEDIATA AMEDI S.A.S.,SUPERSALUD,ATLANTICO,BARRANQUILLA-ATLANTICO,SERVICIOS,0.02,-0.0,0.04,0.03,0.01
800171939,CONTIFLEX SA,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,0.02,0.0,0.01,0.01,0.01
830115764,BYTTE SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.02,0.0,0.01,0.0,0.0
900701630,IMPOINTER SAS,SUPERSOCIEDADES,RISARALDA,PEREIRA-RISARALDA,COMERCIO,0.02,0.0,0.02,0.01,0.01
900076922,PORCELANATOS Y PISOS DE COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.02,0.0,0.03,0.0,0.02
